"id";"event_id";"bib";"video_count";"videoname";"upload_time";"orientation";"screen_id";"played_time";"played";"detection_time";"detection";"ready";"approved";"trash";"remark"
"631";;"12987";"2";"12987-2.mov";"2025-10-03 23:23:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"632";;"21018";"2";"21018-2.mov";"2025-10-03 23:26:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"633";;"32678";"1";"32678-1.mov";"2025-10-03 23:28:11";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"634";;"17751";"1";"17751-1.mov";"2025-10-03 23:28:49";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"635";;"17748";"1";"17748-1.mov";"2025-10-03 23:29:13";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"636";;"17750";"1";"17750-1.mov";"2025-10-03 23:30:03";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"637";;"25804";"2";"25804-2.mov";"2025-10-03 23:30:10";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"638";;"21488";"2";"21488-2.mov";"2025-10-03 23:30:23";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"639";;"14394";"1";"14394-1.mov";"2025-10-03 23:30:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"BEST BEST EVER"
"640";;"14426";"1";"14426-1.mp4";"2025-10-03 23:31:56";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"International"
"641";;"17751";"2";"17751-2.mov";"2025-10-03 23:32:16";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"642";;"23377";"2";"23377-2.mov";"2025-10-03 23:32:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"643";;"35188";"1";"35188-1.mp4";"2025-10-03 23:32:31";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"644";;"17748";"2";"17748-2.mov";"2025-10-03 23:32:40";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"645";;"23377";"3";"23377-3.mov";"2025-10-03 23:32:48";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"646";;"23376";"3";"23376-3.mov";"2025-10-03 23:33:29";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"647";;"23376";"4";"23376-4.mov";"2025-10-03 23:33:39";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"648";;"21488";"3";"21488-3.mov";"2025-10-03 23:34:06";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"649";;"17751";"3";"17751-3.mov";"2025-10-03 23:35:26";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"650";;"17748";"3";"17748-3.mov";"2025-10-03 23:35:48";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"651";;"29427";"4";"29427-4.mp4";"2025-10-03 23:37:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"652";;"17748";"4";"17748-4.mov";"2025-10-03 23:37:53";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"653";;"17751";"4";"17751-4.mov";"2025-10-03 23:38:29";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"654";;"17750";"2";"17750-2.mov";"2025-10-03 23:38:51";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"655";;"6526";"1";"6526-1.mov";"2025-10-03 23:44:02";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"656";;"6297";"7";"6297-7.mp4";"2025-10-03 23:47:47";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"657";;"5084";"1";"5084-1.mov";"2025-10-03 23:47:56";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"658";;"9709";"1";"9709-1.MOV";"2025-10-03 23:48:37";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"659";;"6522";"1";"6522-1.mp4";"2025-10-03 23:50:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"660";;"27140";"1";"27140-1.mp4";"2025-10-03 23:51:44";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"661";;"32834";"1";"32834-1.mov";"2025-10-03 23:53:24";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"662";;"3597";"2";"3597-2.mov";"2025-10-03 23:56:06";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"663";;"22379";"1";"22379-1.mov";"2025-10-03 23:57:09";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"664";;"9907";"1";"9907-1.mp4";"2025-10-03 23:58:49";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"665";;"27260";"1";"27260-1.mp4";"2025-10-03 23:59:55";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"666";;"23569";"1";"23569-1.mov";"2025-10-04 07:37:34";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"667";;"23569";"2";"23569-2.mov";"2025-10-04 12:22:37";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
